"Business_ID","Address","Cuisine","insertedAtTimestamp","Latitude","Longitude","Name","Number of Reviews","Open","Rating","Zip Code"
"lSQAmoQtmciUld36ogOoOw","55 W 35th St","korean","11/10/2021 17:54:17","40.7502365112305","'-73.986198425293","Cho Dang Gol Korean Restaurant","1196","N/A","4","10001"
"1LIptXhtDh58vAA-QPFL4w","167 E 33rd St","american","11/10/2021 17:53:40","40.745414","'-73.979004","Cask","1384","N/A","4","10016"
"sCx8tslal3pMurNyGFVjMQ","435 East 9th","japanese","11/10/2021 17:54:02","40.72768479788727","'-73.98324300000446","Evil Katsu","46","N/A","4.5","10009"
"qVlDLz8Ri-ThAFJgYHuQ9A","370 Lexington Ave","japanese","11/10/2021 17:54:02","40.7507224","'-73.9768828","Omusubi Gonbei","63","N/A","4.5","10017"
"b1_E7HffjgCEMGetIDn1uw","48 W 27th St","indian","11/10/2021 17:54:34","40.744952","'-73.990392","Bombay Curry Co.","1","N/A","5","10001"
"xIi-TO8iDQCy1ZSHe11_Zw","64 E 97th St","mexican","11/10/2021 17:54:49","40.787296295166","'-73.9528121948242","El Paso Taqueria","236","N/A","3","10029"
"qrncvjkiKN5Z-JC06ygy6A","731 Lexington Ave","chinese","11/10/2021 17:54:08","40.761551","'-73.967443","Hutong","339","N/A","3.5","10022"
"tRIHhPKryUZ56SfIz6mLiA","117 W 57th St","italian","11/10/2021 17:53:38","40.76492","'-73.97794","Angelo's Coal Oven Pizzeria","934","N/A","4","10019"
"Scs2L-4imyt_lorJ6biFKA","758 Seneca Ave","indian","11/10/2021 17:54:39","40.7020642","'-73.9067213","While In Kathmandu","183","N/A","4.5","11385"
"TzkFri9qw3g30GDC1q3-PA","157-22 Northern Blvd","korean","11/10/2021 17:54:25","40.7637210499282","'-73.8082498239232","Yupdduk Flushing","313","N/A","4","11354"
"1wawnv6mzqatgA17pukdZw","48 Bowery","japanese","11/10/2021 17:54:03","40.7157","'-73.99663","Nakaji","43","N/A","4","10013"
"kS2CP48K66yL2TwIhUqy_A","99 Hudson St","indian","11/10/2021 17:54:30","40.71909","'-74.00892","Tamarind","996","N/A","4","10013"
"28CNHYULci66pJAz-0_pOg","16 W 22nd St","korean","11/10/2021 17:54:22","40.741321394744844","'-73.99130256661059","Cote","1113","N/A","4","10010"
"2hmhZim4bX2lbjPSNc7LaA","119 E 18th St","mexican","11/10/2021 17:54:46","40.7368812561035","'-73.9873886108398","Javelina","491","N/A","3.5","10003"
"7_hGsGEkHrjgAiYVjrCFnw","181 Thompson St","italian","11/10/2021 17:53:32","40.728","'-74.0001497","Carbone","1254","N/A","4","10012"
"X83qWL5WPR-QWGXGQ8WP-Q","339 E 75th St","japanese","11/10/2021 17:54:00","40.770153","'-73.954956","NR","157","N/A","4.5","10021"
"l7G5tDA96xbA_bx1ZgkOeg","132 W 31st St","chinese","11/10/2021 17:54:14","40.74839","'-73.99062","ICHIRAN Midtown","944","N/A","4","10001"
"OAqsZMbjv66nOMqlimnYuQ","1486 2nd Ave","italian","11/10/2021 17:53:27","40.7722","'-73.95566","Uva","2487","N/A","4","10075"
"zwOAiVT4pAmpNGXzj-t5MA","567 Union Ave","italian","11/10/2021 17:53:28","40.71757","'-73.95236","Lilia","926","N/A","4","11211"
"ciIoPi0WqaNyB6xkwRKxzA","32 W 39th St","indian","11/10/2021 17:54:39","40.75207","'-73.98402","Joy Curry & Tandoor","116","N/A","4","10018"
"SBJHGtqJyfaU47NPjGAU6A","1643 2nd Ave","chinese","11/10/2021 17:54:15","40.777392","'-73.952329","China Jade","183","N/A","3.5","10028"
"AABqAsYdRI9gSyU1gStdxg","145 E 61st St","mexican","11/10/2021 17:54:43","40.7634","'-73.9668","Gina Mexicana","163","N/A","3","10021"
"1jAB_uaI8-P_wSqOo2S3KQ","495 3rd Ave","chinese","11/10/2021 17:54:06","40.745234","'-73.97812","Mazu Szechuan","69","N/A","4.5","10016"
"zUv1BNm_a9-3DkxrCG3tng","450 10th Ave","american","11/10/2021 17:53:45","40.755311","'-73.998389","Friedman's","660","N/A","4","10018"
"_YsHeAEyCYY03zGqlDdj-Q","2 W 32nd St","korean","11/10/2021 17:54:24","40.7471961975098","'-73.9861907958984","E-Mo","402","N/A","4","10001"
"7ERwg_4Kiaq1ezKTSSv7pg","210 W 94th St","mexican","11/10/2021 17:54:43","40.793","'-73.97214","Taqueria 86","21","N/A","5","10025"
"XOUhjDQ4nRn8-u-79MHFww","709 9th Ave","japanese","11/10/2021 17:53:56","40.76265","'-73.9899","Kohoku-Ku Ramen","5","N/A","5","10019"
"vQ2MwpkjcrF7uxs87oMeyw","11 W 32nd St","korean","11/10/2021 17:54:22","40.74761","'-73.98631","Noona Noodles","72","N/A","4","10001"
"ugYhnKrr3Q1TVV15R0EEWQ","17 W 45th St","indian","11/10/2021 17:54:40","40.755991","'-73.980313","AnTalia NYC","426","N/A","4","10036"
"8vYGvXF4OyKv2KV0-iIxrA","34-14 30th Ave","indian","11/10/2021 17:54:37","40.76534","'-73.91868","Tikka Indian Grill","286","N/A","4.5","11103"
"AnAZaBsEuBjYvzaPMTN0oQ","28 E 16th St","mexican","11/10/2021 17:54:53","40.7365039","'-73.9910582","Flats Fix Taqueria","214","N/A","3.5","10003"
"aDa_tRm65ODVcJBUcx2QOw","470 7th Ave","korean","11/10/2021 17:54:19","40.75206","'-73.99008","KoBa","5","N/A","5","10018"
"zcWxZaC7pnIVe2ON4uUEDw","47-08 Greenpoint Ave","korean","11/10/2021 17:54:25","40.74236","'-73.91755","Pelicana Chicken - Sunnyside","446","N/A","4","11104"
"cqaEC8brOh7P2OLT_r2xNg","133-42 39th Ave","korean","11/10/2021 17:54:27","40.7592888","'-73.8326492","The Coop","932","N/A","4","11354"
"NVMdf02l1GuzzDb7ESI_qQ","102 Lexington Ave","indian","11/10/2021 17:54:37","40.7422712","'-73.9830327","Taste From Everest","22","N/A","4.5","10016"
"PYmjoid5P-Mw8dkkKxZy6w","269 Columbus Ave","american","11/10/2021 17:53:40","40.777697","'-73.978357","Harvest Kitchen","199","N/A","4","10023"
"J38XGzriEkMsDfCMt6et_g","178 Lexington Ave","italian","11/10/2021 17:53:31","40.744435447210506","'-73.9814189","Vezzo","1313","N/A","4","10016"
"m5Whyz8O8jM4DrE808h71g","157 E 55th St","indian","11/10/2021 17:54:29","40.759357","'-73.968826","Darbar Grill","536","N/A","4","10022"
"ueL0t_7Yu_ev2RrWK9dgDA","23 W 33rd St","mexican","11/10/2021 17:54:51","40.748375","'-73.9864908","Tacombi - Empire State Building","207","N/A","4","10118"
"CdHOwIO6OFNXZxPYEUts2g","767 9th Ave","japanese","11/10/2021 17:54:03","40.764529","'-73.988597","Ageha Sushi","687","N/A","4","10019"
"m9Q9x-Hcxp24gZCaTTJY-A","104 Lexington Ave","indian","11/10/2021 17:54:33","40.74232","'-73.9830099","Sahib","258","N/A","4","10016"
"AhRzrLCNagCX87EK-VBVog","275 Madison Ave","mexican","11/10/2021 17:54:46","40.7511757","'-73.9799914622357","Summer Salt","3","N/A","5","10016"
"n-JSnKZcF1Bs-RPcIlb0qw","68 Greenwich Ave","american","11/10/2021 17:53:44","40.736214","'-74.000729","Elephant & Castle","539","N/A","4","10011"
"hzPBADaUBQEL30MGrvKsww","16 W 56th St","italian","11/10/2021 17:53:30","40.76256","'-73.97566","Il Tinello Ristorante Italiano","282","N/A","4.5","10019"
"hmdm-dO72hLsMQwQRcGEUQ","15 Main St","american","11/10/2021 17:53:50","40.7033899","'-73.9904923","Atrium Dumbo","670","N/A","4","11201"
"Va_mnsEvBghHXvc7uZIWJQ","182 Lexington Ave","indian","11/10/2021 17:54:36","40.744722","'-73.981202","Spice Symphony","617","N/A","4","10016"
"v6RjG3uaY7QkXdNLsHB5jA","47TH And 3rd","korean","11/10/2021 17:54:20","40.75394","'-73.97214","Yogi Korean Grill","7","N/A","4.5","10017"
"_saXnBy0Wq2Gb3YusWZhqw","9 W 32nd St","korean","11/10/2021 17:54:18","40.747573158626","'-73.9863122632311","Five Senses","1516","N/A","4","10001"
"r6r-XK_wL02FQdAgaauTxg","330 8th Ave","japanese","11/10/2021 17:53:57","40.7474881059799","'-73.996648862958","Kame","516","N/A","4.5","10001"
"_vQugjzPLr-4udYpiISieA","312 5th Ave","korean","11/10/2021 17:54:19","40.74701","'-73.98583","Gopchang Story BBQ","438","N/A","4","10001"
"g512kssHLLTdDbUJHTmJFw","224 W 35th St","chinese","11/10/2021 17:54:12","40.75202","'-73.99121","Stick To My Pot Potsticker","174","N/A","4.5","10001"
"QzKASdqNpVXkVUgb_uX43g","1589 First Ave","american","11/10/2021 17:53:51","40.774799","'-73.95116","Horn’s Hook Tavern","47","N/A","4.5","10028"
"1iy3W3yX6BGYF2387OPXQg","116 E 60th St","american","11/10/2021 17:53:43","40.763027","'-73.968715","Ivy Lane","64","N/A","4.5","10022"
"JaKLZrh1Y_2qB_0Gc3bk3A","411 W 42nd St","chinese","11/10/2021 17:54:09","40.75884","'-73.99319","Ollie's Sichuan","529","N/A","3.5","10036"
"ZtjF2N3eYOjtnI3cES2fpw","300 Park Ave","korean","11/10/2021 17:54:23","40.7569688575924","'-73.9750746534424","Duke Eatery","62","N/A","4","10022"
"851S-NEGY5Z1BkXD1fI5UQ","319W 51st St","italian","11/10/2021 17:53:28","40.763483431616194","'-73.98653200219222","La Bella Valentina","6","N/A","3.5","10019"
"78TCGIG1eHMYdyvMpFdDbQ","179 3rd Ave","italian","11/10/2021 17:53:31","40.7349243164062","'-73.9855880737305","Follia NYC","218","N/A","4","10003"
"jzO5HyrTtumHpe-pbUlndQ","2701 Broadway","indian","11/10/2021 17:54:39","40.799446","'-73.968795","Aangan","217","N/A","3.5","10025"
"oMtJwDxuuxZPvGMgHOoAbQ","45 Orchard St","korean","11/10/2021 17:54:24","40.7163598","'-73.9913564","Reception Bar","67","N/A","4","10002"
"RG5atiZtuNtpDu6GrNUQGw","801 9th Ave","italian","11/10/2021 17:53:34","40.76563298237293","'-73.98769143895947","NORMA Gastronomia Siciliana","26","N/A","4","10019"
"'-mQG7oEHSAMr9dBDrrqI2g","1190 Avenue Of The Americas","indian","11/10/2021 17:54:39","40.75763","'-73.9817","deep indian kitchen - indikitch","160","N/A","3.5","10036"
"bdKc4CSJPv-XLgxVwrtPrg","93 Baxter St","italian","11/10/2021 17:53:37","40.71695","'-73.99957","Forlini's Restaurant","480","N/A","4.5","10013"
"CO3lm5309asRY7XG5eXNgg","60 Greenwich Ave","indian","11/10/2021 17:54:30","40.7360271","'-74.0005436","Rahi","560","N/A","4.5","10011"
"lxNU-aBq0yPwBDx-i89ahA","34-11 30th Ave","indian","11/10/2021 17:54:30","40.76571","'-73.91839","Seva Indian Cuisine","1305","N/A","4.5","11103"
"BdHWUmVFuo1R8Lctv4K1Ow","325 E 34th St","mexican","11/10/2021 17:54:49","40.7444599","'-73.97472","El Parador Cafe","450","N/A","4","10016"
"4RhrQpbhjDmOyXT3qz7v2g","455 Hudson St","italian","11/10/2021 17:53:37","40.731409","'-74.006984","Osteria Carlina","23","N/A","4.5","10014"
"Ck09FempamAKGSPsV_bX-A","241 S 4th St","mexican","11/10/2021 17:54:44","40.710505","'-73.958466","Xixa","614","N/A","4.5","11211"
"MNNpsRXe7Wt5m3Jla9Wk0w","41-11 49th St","american","11/10/2021 17:53:43","40.7459065","'-73.915103","The Alcove","954","N/A","5","11104"
"FWjl6BrMie6H78OSWJG5Pg","313 W 57th St","american","11/10/2021 17:53:50","40.76726","'-73.98346","Bareburger - Columbus Circle","419","N/A","4","10019"
"Ece_DRuD1yQjRPJBAebRpw","146 E 55th St","chinese","11/10/2021 17:54:05","40.7592514705491","'-73.9694294705987","Kung Fu Little Steamed Buns Ramen","332","N/A","3.5","10022"
"SULHf6nGQ8sK0UpG1XU30w","229 W 43rd St","mexican","11/10/2021 17:54:45","40.7575067","'-73.9877717","Los Tacos No.1","2021","N/A","4.5","10036"
"UA2M9QFZghe-9th2KwLoWQ","39 W 19th St","american","11/10/2021 17:53:46","40.74007","'-73.99344","Burger & Lobster - Flatiron NYC","5519","N/A","4","10011"
"vec8jeVbbSGzVlStl0Xp_Q","227 Canal St","korean","11/10/2021 17:54:27","40.71792477072888","'-73.99945752883555","Chikarashi","501","N/A","4","10013"
"k_rLFIMOAbvchgWKEuKdtw","998 Columbus Ave","japanese","11/10/2021 17:54:00","40.8016099","'-73.96164","Kikoo Sushi","146","N/A","4","10025"
"rp_TaJRjaNmOCb8vJ2S_sw","507 Columbus Ave","indian","11/10/2021 17:54:38","40.7853146","'-73.9728638","Blossom on Columbus","422","N/A","4","10024"
"nrxSzq-VxLqD7aFkE4SH3Q","37 Kenmare St","japanese","11/10/2021 17:53:57","40.7207236","'-73.9953191","Cocoron","679","N/A","4","10012"
"7USPKYeaAfxl0Ch9j_1l7A","1149 1st Ave","indian","11/10/2021 17:54:30","40.76213","'-73.9605","Moti Mahal Delux","501","N/A","4","10065"
"WG639VkTjmK5dzydd1BBJA","235 Mulberry St","italian","11/10/2021 17:53:27","40.722766","'-73.996233","Rubirosa","2459","N/A","4.5","10012"
"TzhAlljC_843JO7UDDUIaQ","920 Amsterdam Ave","chinese","11/10/2021 17:54:07","40.80006","'-73.96639","The Tang - Upper West Side","232","N/A","4.5","10025"
"YqWXNq0Ku7cGb6Zj1j43Pw","34-05 30th Ave","korean","11/10/2021 17:54:18","40.76584","'-73.91859","KAL","198","N/A","4.5","11103"
"s5JNxy0eAFgxS2Poi73ODw","41 W 46th St","chinese","11/10/2021 17:54:07","40.756899","'-73.980586","Mala Project","396","N/A","4","10036"
"NQaxnwR-up5AwBpSfDbFkQ","274 W 40th St","american","11/10/2021 17:53:47","40.75576","'-73.99052","Burger Mania","4","N/A","4.5","10018"
"XHhRAKq6DArQXYhkgvwaow","231 Eldridge St","italian","11/10/2021 17:53:35","40.7223153441439","'-73.9899454318763","Spaghetti Incident","614","N/A","4","10002"
"IRRhwACUiMaqkBVAZiCzeg","143 Grand St","indian","11/10/2021 17:54:36","40.72007","'-73.99959","Hampton Chutney","98","N/A","4","10013"
"GaxVczLK1qUuJHOP9VcFsQ","210 Thompson St","indian","11/10/2021 17:54:33","40.728724","'-73.999147","Ananda","343","N/A","4","10012"
"hyBM_Xk9Hzp38acTHAHlBQ","600 11th Ave","italian","11/10/2021 17:53:37","40.76234","'-73.99695","dell'anima","646","N/A","4","10036"
"eWMuXtaBzf0H5u0Vf_zpjw","190 6th Ave","italian","11/10/2021 17:53:34","40.7263263267119","'-74.0034471165676","Ciccio","291","N/A","4.5","10013"
"Txm8KtUh9Mn2E7980jTr5g","119 Delancey St","indian","11/10/2021 17:54:30","40.7180658","'-73.9881304","Dhamaka","105","N/A","4","10002"
"iGIr7N3UlcidQ0FlPBSK4A","1582 York Ave","indian","11/10/2021 17:54:36","40.77413","'-73.94821","Mumtaz Indian Restaurant","104","N/A","4","10028"
"26E3j9l0XW_onVIUP-ThCw","308 E 78th St","american","11/10/2021 17:53:52","40.772189","'-73.955029","Heidi's House By The Side Of The Road","637","N/A","4.5","10075"
"zX8IF7oCbw1HrNaPmOBy-g","166 1st Ave","american","11/10/2021 17:53:43","40.72881","'-73.98403","FERNS","122","N/A","4.5","10009"
"9y6UQ2GYKe08-WF_1jTX0A","4114 Park Ave","indian","11/10/2021 17:54:40","40.77494","'-74.01993","Touch Of Spice - Indian Cuisine","210","N/A","3.5","07086"
"5TnBfeoBpxPPwIXMGBMasg","37 1st Ave","chinese","11/10/2021 17:54:12","40.7242","'-73.98801","New Double Dragon","101","N/A","4","10003"
"qLLxS7RwNEjP_jq_KQrPfA","229 S 4th St","american","11/10/2021 17:53:52","40.710658","'-73.958872","Traif","1908","N/A","4.5","11211"
"kB3QyyhHFVyhGgp35Rnuew","99 MacDougal St","indian","11/10/2021 17:54:37","40.72966","'-74.00109","The Kati Roll Company","893","N/A","4","10012"
"WVsPyl-DGRu0O_rQYdIMVQ","47 W 39th St","chinese","11/10/2021 17:54:15","40.75266","'-73.98459","The Best Sichuan","60","N/A","4","10018"
"6wJOojpF2c4lLeBNbTBB0A","614 Manhattan Ave","korean","11/10/2021 17:54:27","40.7234929271998","'-73.9503321851175","Baoburg","273","N/A","4","11222"
"FaOP9M9qxv-wTJYZ8Bck9Q","1661 1st Ave","indian","11/10/2021 17:54:34","40.777391","'-73.9493227","Savor","37","N/A","5","10028"
"X8yEmEDD9ZTkHoIRFqzcRw","5 West 31st St","korean","11/10/2021 17:54:19","40.74697","'-73.9864","Osamil","475","N/A","4.5","10001"
"'-oj8yGjD32mIKQEOou-cKQ","16 W 48th St","korean","11/10/2021 17:54:21","40.7577797722264","'-73.9792332050324","New York Kimchi","289","N/A","3.5","10036"
"Yilk_Ucz4L6w9EmvAS2gHg","7605 Roosevelt Ave","mexican","11/10/2021 17:54:49","40.7471912668812","'-73.8895068500844","Taqueria Coatzingo","457","N/A","4","11372"
"vXYFa2qzppkGiOiVPrLwDQ","135-58 Lefferts Blvd","italian","11/10/2021 17:53:38","40.6689814908178","'-73.8216334221041","Don Peppe","599","N/A","4","11420"
"VIIfYEzIppjps0K_J_8zLg","160 E 38th St","mexican","11/10/2021 17:54:45","40.74826","'-73.97669","El Rio Grande","644","N/A","3.5","10016"
"La78lTOdzTrdFYTGXUp7og","424 Amsterdam Ave","mexican","11/10/2021 17:54:47","40.78418196996523","'-73.97796538037394","Oaxaca Taqueria","404","N/A","3.5","10024"
"t86q8MbsrW8pB8bmfwPWTw","954 2nd Ave","mexican","11/10/2021 17:54:43","40.7551","'-73.96802","Blockheads","471","N/A","3.5","10022"
"l7OsDvMOO3ji3fg0nT0QzA","1081 3rd Ave","italian","11/10/2021 17:53:30","40.76441","'-73.96427","Tony's Di Napoli","735","N/A","4","10065"
"yi6jIxzHo-nbAOG4KWuqcw","2 Lexington Ave","italian","11/10/2021 17:53:37","40.738437","'-73.985686","Maialino","1382","N/A","4","10010"
"b6jOwyX4iaagw8YjXqq1sA","2370 Belmont Ave","italian","11/10/2021 17:53:34","40.854131","'-73.886601","Antonio's Trattoria","869","N/A","4.5","10458"
"CgsvKB65PZrZV8AhnD-wnw","141 E 55th St","chinese","11/10/2021 17:54:09","40.75947","'-73.96942","King Jade Garden","30","N/A","3.5","10022"
"Xu8H24NxJJxEE-9wGp_AMA","356 W 44th St","american","11/10/2021 17:53:51","40.7593269348145","'-73.9913101196289","The Brazen Tavern","385","N/A","4.5","10036"
"v0opDMezc6pKgdfR22KUnQ","18 W 38th St","chinese","11/10/2021 17:54:06","40.75128","'-73.98376","Da Tang Szechuan","287","N/A","4.5","10018"
"zWem2SAbFc7lIYR2y9DE0g","3612 Broadway","american","11/10/2021 17:53:51","40.828717774457","'-73.9484412254424","Harlem Public","1039","N/A","4","10031"
"0GN6l4FAknTFSWZhEan45A","67 Murray St","korean","11/10/2021 17:54:21","40.714683","'-74.010223","GunBae Tribeca","316","N/A","4","10007"
"Z-QmxQZAJEy5GXqA82Bemw","24 Minetta Ln","italian","11/10/2021 17:53:37","40.730508","'-74.001238","Da Toscano","53","N/A","5","10012"
"fSQ3CCtFSJ2S8VXDi02-3Q","200 W 70th St","american","11/10/2021 17:53:50","40.77741","'-73.98312","Cafe Luxembourg","534","N/A","4","10023"
"bnaeQCoBiQ7a5IfyBkrGCg","245 E 44th St","japanese","11/10/2021 17:54:03","40.75157","'-73.97172","MIFUNE New York","209","N/A","4","10017"
"dEbI8l8o9mevbRdjANzsng","783 9th Ave","japanese","11/10/2021 17:54:01","40.76497010727244","'-73.98807987570763","Prime Meat Rokko","41","N/A","4.5","10019"
"1KGvtMU7VBcdlvxo2brdQg","1592 Amsterdam Ave","indian","11/10/2021 17:54:31","40.8212624","'-73.9506836","Clove Indian Restaurant & Bar","298","N/A","4","10031"
"LT0yyLNM84EiJj9DL0rfHA","314 E 70th St","chinese","11/10/2021 17:54:07","40.76701","'-73.95846","Hui Restaurant & Bar","197","N/A","4.5","10021"
"Rc1lxc5lSKJYd162JHNMfQ","403 W 43rd St","american","11/10/2021 17:53:42","40.7591968","'-73.9923361","Bea","2520","N/A","4","10036"
"2UmeXoBQ6zRNn0Zv_VcAjw","133-42 39th Ave","chinese","11/10/2021 17:54:15","40.759239","'-73.83256","JiangNan 江南食府","145","N/A","4.5","11354"
"flHcoaHEWxACgc-Vk9MsOQ","237 E 53rd St","korean","11/10/2021 17:54:28","40.7572093705873","'-73.9678837692742","Jukai","164","N/A","4","10022"
"J8umpkNXrswbTXqLl9HteQ","302 Metropolitan Ave","american","11/10/2021 17:53:52","40.714415","'-73.957989","Strangeways","48","N/A","4","11211"
"8oO6j7AlnAbMSJs9Oj9GIw","22 East 49th St","italian","11/10/2021 17:53:27","40.7573689002","'-73.9764462233","Osteria Delbianco","80","N/A","5","10017"
"BkXb82Y2OIsQ5RpNNQOYmQ","192 Union Ave","chinese","11/10/2021 17:54:15","40.7061859","'-73.9501435","China Express","119","N/A","4","11211"
"7A10pcvHWQhjIj_Nw81hNA","N/A","mexican","11/10/2021 17:54:52","40.71217","'-73.96372","Sobre Masa","31","N/A","4","11249"
"bEloKDe-QVkwakAwmFKbbA","207 12th Avenue","american","11/10/2021 17:53:51","40.7521174043978","'-74.0090024471283","Frying Pan","1574","N/A","4","10001"
"md5mjDamLsh1uxHDU9PfGA","41 W 24th St","korean","11/10/2021 17:54:18","40.74324","'-73.99123","Mr Mista Oh","72","N/A","4.5","10010"
"XipQLDbyTl5tsLlyzAWzug","162 E Broadway","mexican","11/10/2021 17:54:43","40.7141530317142","'-73.9904247969389","Jajaja Plantas Mexicana","1052","N/A","4.5","10002"
"_FhKGcCbiYgtkXcCiwTAiA","213 E 45th St","japanese","11/10/2021 17:53:53","40.752583","'-73.972274","Aburiya Kinnosuke","761","N/A","4","10017"
"rpVX-o82EEOX8ZDnM28a_Q","145 E 50th St","italian","11/10/2021 17:53:35","40.75628","'-73.97144","Bistango","301","N/A","4","10022"
"Kqb7MjTPNkjPMoFRd-rWpw","122 1st Ave","chinese","11/10/2021 17:54:07","40.72713","'-73.98542","MáLà Project","737","N/A","4","10009"
"lwfCl81r5a0mjxDNxNGC9w","47 Bond St","italian","11/10/2021 17:53:30","40.72583","'-73.99299","Il Buco Alimentari & Vineria","718","N/A","4","10012"
"RemvTpxalDjSew5HwmNzUQ","30 Water St","american","11/10/2021 17:53:47","40.70329","'-74.01102","The Dead Rabbit","1619","N/A","4","10004"
"2MuvmwOuwvGOWkBimhniLA","145 E 49th St","italian","11/10/2021 17:53:37","40.7557792663574","'-73.9720153808594","La Bellezza","278","N/A","4","10017"
"unWoFZeSWa0DK1YMekO_Uw","38 W 36th St","american","11/10/2021 17:53:45","40.7503233942813","'-73.9855566306885","Trademark Bar + Kitchen","655","N/A","4.5","10018"
"NOh24SMS6k4pzNv8Ds7KDg","17 Prince St","mexican","11/10/2021 17:54:48","40.722998","'-73.994171","Cafe Habana","3188","N/A","4","10012"
"pcb8yK9_28uWz5CyokjwSg","11 E 32nd St","korean","11/10/2021 17:54:19","40.746854","'-73.9845201","Bangia","425","N/A","4","10016"
"Au1AcsukhrbUfn6oit8tZw","652 10th Ave","korean","11/10/2021 17:54:21","40.76201","'-73.99351","Kochi","202","N/A","4.5","10036"
"74FFOreAgPphSwSZlfZzgw","401 E 76th St","american","11/10/2021 17:53:48","40.7703854340118","'-73.9535711917713","Jones Wood Foundry","705","N/A","4","10021"
"IfIyjm4SfORGYPbaAWST3g","225 5th Ave","mexican","11/10/2021 17:54:43","40.743617","'-73.987867","Mexicue","566","N/A","4","10010"
"aItau84To0R70ahVK_b5CA","41-18 38th St","korean","11/10/2021 17:54:27","40.746974","'-73.926766","Krazy Korean Dogz","3","N/A","3","11101"
"f7jZvRH-h76F4emzvKytaQ","4906 Vernon Blvd","chinese","11/10/2021 17:54:15","40.743232","'-73.954254","Tuk Tuk","718","N/A","4","11101"
"wcnfhQ7Q_us38Q1uEARagw","316 E 84th St","japanese","11/10/2021 17:53:59","40.776032","'-73.951988","Sushi Jin","41","N/A","5","10028"
"z8TIY5xLeQptbXxZp3LpsA","15 W 56th St","american","11/10/2021 17:53:51","40.762862","'-73.975396","Felice 56","44","N/A","4.5","10019"
"ajv_2ROIvyGJ69c9RxV5VQ","166 Main St","korean","11/10/2021 17:54:21","40.8505748160743","'-73.9687949386285","Sa Rit Gol","201","N/A","4.5","07024"
"DhBhEWMVLDxYF14a1znUvA","145 Borinquen Pl","american","11/10/2021 17:53:44","40.7104080536563","'-73.9539040490168","Lighthouse","270","N/A","4","11211"
"iQo5aJwTL_ZrXCdPFKq-RA","1028 3rd Ave","italian","11/10/2021 17:53:32","40.76283","'-73.96602","Isle of Capri","251","N/A","4","10065"
"DW5SL9RM-kJnmRyYo4oEqg","442 3rd Ave","american","11/10/2021 17:53:44","40.74364","'-73.97985","Ruby's - Murray Hill","570","N/A","4","10016"
"aZ_a78wVWnQnV6BdMwcFVA","86 E 7th St","korean","11/10/2021 17:54:18","40.72702","'-73.98608","YUBU","88","N/A","4.5","10003"
"xrZWbxETIF8qj6h4uvhJrQ","239 E 5th St","japanese","11/10/2021 17:53:56","40.72699","'-73.98922","J-Spec","84","N/A","4","10003"
"bVkjBJlAIwKAj9Aw1KVWjA","334 W 46th St","chinese","11/10/2021 17:54:05","40.76015","'-73.9893699","Dim Sum Palace","1369","N/A","4","10036"
"U5hCNNyJmb7f3dmC1HTzSQ","1515 Broadway","american","11/10/2021 17:53:43","40.75754564001459","'-73.98608001118411","Junior's Restaurant & Bakery - 45th St","4746","N/A","4","10036"
"E_oFzRY-7j9T04qHkORCsw","73 W 71st St","mexican","11/10/2021 17:54:46","40.7767563","'-73.9789734","Santa Fe","186","N/A","3.5","10023"
"QaolMEijS7L6eodSneOdng","467 Columbus Ave","chinese","11/10/2021 17:54:08","40.78412","'-73.97368","Tri Dim West","144","N/A","4","10024"
"7cjT33LfYSk7vrRdEaSr4w","890 2nd Ave","italian","11/10/2021 17:53:28","40.753188","'-73.969365","Angeletto Restaurant","247","N/A","4.5","10017"
"54SrQVVhGcvfuIkFabQ8KQ","915 Third Ave","american","11/10/2021 17:53:42","40.7589148","'-73.9680336","P.J. Clarke's","922","N/A","3.5","10022"
"tOn-wEQ06ScrgeU5Ljw7Gw","800 9th Ave","american","11/10/2021 17:53:40","40.765437","'-73.987278","Alfie's","562","N/A","4","10019"
"CqQ2Og9kf-LhlUWtODalCQ","308 W 58th St","japanese","11/10/2021 17:53:57","40.7674948014194","'-73.9831978922043","Blue Ribbon Sushi Bar & Grill - New York","772","N/A","4","10019"
"QaXo7ZhglTcSWHLQ8QNY4A","445 Albee Sq","indian","11/10/2021 17:54:38","40.690933","'-73.983087","BK JANI","49","N/A","4","11201"
"l7Z0p-PkSwIDPLPY1TRl8A","55 E Houston St","italian","11/10/2021 17:53:34","40.7244923","'-73.9944022","Emilio's Ballato","389","N/A","4","10012"
"dh5r9-SbN8xJ76XvnayWLQ","126 E 7th St","italian","11/10/2021 17:53:35","40.7262256596862","'-73.9840574049125","Giano Restaurant","636","N/A","4.5","10009"
"dOQjniOt57mI9l9CmrCSJQ","148 W 49th St","indian","11/10/2021 17:54:33","40.76006","'-73.98306","Curry India","149","N/A","4","10019"
"gSOnfmJaEFvoH55xfieHPA","365 3rd Ave","italian","11/10/2021 17:53:34","40.74094","'-73.98139","Macchina","151","N/A","4","10016"
"h4VCnZ2aZ33mdenS_ZI7jQ","621 9th Ave","italian","11/10/2021 17:53:29","40.759761","'-73.992065","Mama Mia 44 SW","664","N/A","4","10036"
"ur679FKjXosJ1VnddICDiw","600 11th Ave","japanese","11/10/2021 17:53:57","40.76234","'-73.996759","Don Wagyu","59","N/A","4","10036"
